0	0	0	1	1	1
Pex5	10.38128	10.632436	10.499367	10.619821	10.520699	10.655116
Triobp	10.545576	10.573251	10.598197	10.399633	10.426901	10.655977
Cept1	10.500101	10.578296	10.475763	10.798174	10.615099	10.857834
RGD1306819	8.365792	8.615718	8.315801	8.477986	8.446852	8.391996
RGD1565814	10.212933	9.660448	9.7797	9.670831	9.6384	9.468361
Anapc4	10.101471	9.846031	9.659428	10.045302	9.79416	10.077717
Wbp11	8.795636	8.539778	8.575389	8.936678	8.344606	8.718425
RGD1305721	10.01086	10.563116	9.853979	10.683687	10.536401	10.745755
Za20d3	11.922546	12.088973	11.807245	12.057558	11.864504	12.006939
Dpy19l1	9.147081	9.204136	9.040284	8.977856	9.01294	9.061588
Chn2	8.853713	8.95616	8.804433	8.821929	8.632107	8.888656
Ulk2	7.806439	7.8263535	7.7888474	8.254424	8.143442	8.037448
Slc25a30	12.855927	12.798375	12.965375	13.364618	13.147732	13.372789
Med25	11.174811	11.1427	11.180197	10.998025	10.991047	11.271597
Man1a	8.083049	8.169983	7.9558244	8.348602	8.238689	8.198616
Arcn1	9.392096	9.275676	9.450777	9.53871	9.567069	9.562582
Gclc	14.580121	14.297666	14.5566225	14.515748	14.359009	14.460216
Fbxo9	11.631563	11.868109	11.642876	11.735631	11.668121	11.7556925
Sirt7	10.450825	10.276774	10.213856	10.400412	10.401726	10.419752
Ercc1	8.4135895	8.434229	8.412383	7.990144	7.9058814	7.8001127
Sostdc1	12.664889	12.686877	12.591981	12.462293	12.377885	12.758972
Papss1	11.992433	12.170586	11.951426	11.667751	11.53979	11.777293
Lyplal1	10.982696	10.820301	10.784366	10.691673	10.853938	10.909086
Rom1	6.5573945	6.460539	6.648619	6.679229	6.742204	6.7130265
Mgll	13.803137	13.079245	13.559585	13.524679	13.4979925	13.263004
Plod2	10.614235	10.55733	10.631939	9.702445	9.615893	9.885541
Mtpn	11.760561	11.998643	12.000495	11.519697	11.489598	11.682025
Tjp1	10.904066	10.979546	10.983975	10.877892	10.608214	11.140417
RGD1564804	8.97675	8.915545	8.885757	8.69528	8.791417	8.938335
LOC361420	0.38047847	8.0399685	8.037711	7.52194	7.547511	7.8836145
Hmg20b	10.320433	10.4372015	10.439555	9.882305	10.032702	9.857226
Egfl3	8.153079	8.469738	8.449401	8.206677	8.482822	7.9609227
Ppap2c	11.252141	11.459709	11.667305	11.1755295	11.485456	11.071805
Tex261	11.418125	10.810822	11.758261	10.616351	11.102887	10.821233
Atp6v1a1	12.991628	12.957899	12.71088	12.786087	12.916948	13.203563
Cln6	12.369174	12.304471	12.190284	11.775274	12.26135	11.967818
RGD1563250	11.443527	11.504843	11.693775	11.403261	11.504843	10.993165
Alg12	8.084703	8.012158	8.394469	8.23732	8.321864	8.182022
Dusp11	0.38047847	0.08420816	0.16434158	0.40817016	0.001027504	0.00548625
RGD1310257	6.5285807	6.7117567	6.411875	6.327864	6.5025563	6.3843613
LOC304396	8.518635	8.3165	8.525742	8.322074	8.405463	8.123964
Bloc1s2	10.434831	10.256776	10.577713	10.269528	10.079105	10.039629
Arih2	8.403261	8.200969	8.362977	9.375102	9.04343	9.153081
RGD1305133	9.735028	9.98423	9.572917	9.680431	9.549082	10.018279
LOC498750	11.729643	11.503477	11.769974	11.471498	11.578462	11.907172
Atp13a1	10.477427	10.337107	10.609396	10.369143	10.270827	10.395454
Aqr	0.38047847	8.787884	8.520637	8.928317	8.360551	8.707799
LOC366524	9.179661	9.509718	9.430673	9.226424	9.159709	9.13045
Tdp1	7.789135	8.158736	7.863038	7.5670657	7.6841908	7.657485
Postn	4.096439	3.6271486	4.827258	3.5539985	4.0518517	4.185654
Vps4a	9.995881	9.85523	10.002365	9.927758	9.827565	10.045188
RGD1311907	8.106867	8.277482	8.1382475	7.817332	7.703997	8.075596
Amid	6.747288	6.834133	6.449341	6.1414075	6.561474	6.7359138
Gp1bb	9.052884	9.164412	9.201382	8.259838	8.423187	8.079738
RGD1305958	10.070836	10.292434	10.099304	10.676598	10.453218	10.546411
RGD1308373	7.660328	7.51805	7.156139	6.8497863	6.77972	7.107259
Ankrd10	10.332541	10.477427	9.781645	10.639772	10.276034	10.844171
RGD1311249	0.38047847	9.49421	9.799957	9.46827	9.377793	9.427004
RGD1308290	6.76729	6.1595845	6.3505487	7.0778017	6.785926	6.953761
LOC313535	8.434975	8.709213	8.371314	8.866725	8.688561	8.75184
Acat1	10.086746	10.037539	10.162469	9.852645	9.428956	9.71941
Ilf3	8.26429	8.595652	8.036018	8.5473795	8.156322	8.35218
Vps16	7.1405206	7.032612	7.204067	7.3032813	7.2389717	7.5397305
Alg2	10.24287	9.864357	10.191311	9.409448	9.717432	9.598578
RGD1564596	13.648175	13.698294	14.152707	13.728398	13.9035	13.618586
Phpt1	11.643746	11.661943	11.735291	11.273613	11.444866	11.240023
Gtf2ird1	8.599177	8.811042	8.519888	8.742287	8.394231	8.934887
